ManagedAreaName|AreaID|ProgramID|ProgramName|ProgramLocationID|ParameterName|RelativeDepth|N_Data|N_Years|EarliestYear|LatestYear|EarliestSampleDate|LastSampleDate|Median|SufficientData|Independent|tau|p|SenSlope|SenIntercept|ChiSquared|pChiSquared|ub|lb|Trend|Website|TrendIcon|TrendText
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|Turbidity|Bottom|647066|25|2002|2026|2002-01-01T00:00:00Z|2026-05-21T02:15:00Z|10|TRUE|TRUE|0.05646|0.19967|0.06261|16.3399|13.3999|0.268|0.14865|-0.04386|0|1|0|No detectable trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|Water Temperature|Bottom|687997|25|2002|2026|2002-01-01T00:00:00Z|2026-05-21T02:15:00Z|23.3|TRUE|TRUE|0.16091|0.00016|0.0324|22.85969|6.2498|0.8562|0.04881|0.01643|1|1|1|Increasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|pH|Bottom|645135|25|2002|2026|2002-01-01T00:00:00Z|2026-05-21T02:15:00Z|8|TRUE|TRUE|-0.09784|0.02312|-0.0027|8.05528|7.459|0.7608|-0.00041|-0.0057|-1|1|-1|Decreasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Dissolved Oxygen|Bottom|705983|32|1995|2026|1995-05-01T00:00:00Z|2026-05-21T02:00:00Z|6.8|TRUE|TRUE|-0.28071|0|-0.05834|7.62579|5.4061|0.9099|-0.04215|-0.07092|-1|1|-1|Decreasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Dissolved Oxygen Saturation|Bottom|701762|32|1995|2026|1995-06-01T13:30:00Z|2026-05-21T02:00:00Z|84.8|TRUE|TRUE|-0.24629|0|-0.62275|92.00139|6.0727|0.8685|-0.42865|-0.77734|-1|1|-1|Decreasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Salinity|Bottom|792228|32|1995|2026|1995-05-01T00:00:00Z|2026-05-21T02:00:00Z|10.1|TRUE|TRUE|0.05339|0.16922|0.02916|9.23945|9.2891|0.5952|0.0869|-0.01575|0|1|0|No detectable trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Specific Conductivity|Bottom|792357|32|1995|2026|1995-05-01T00:00:00Z|2026-05-21T02:00:00Z|17.12|TRUE|TRUE|0.05416|0.1629|0.05187|15.57113|9.5557|0.5707|0.13565|-0.02498|0|1|0|No detectable trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Turbidity|Bottom|680779|28|1997|2026|1997-11-05T11:30:00Z|2026-05-21T02:00:00Z|13|TRUE|TRUE|-0.18869|0|-0.18863|19.32679|12.1277|0.3541|-0.11136|-0.26515|-1|1|-1|Decreasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Water Temperature|Bottom|807299|32|1995|2026|1995-05-01T00:00:00Z|2026-05-21T02:00:00Z|24.1|TRUE|TRUE|0.15548|0.00003|0.02419|23.02013|4.2199|0.963|0.0385|0.01318|1|1|1|Increasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|pH|Bottom|762842|32|1995|2026|1995-05-01T00:00:00Z|2026-05-21T02:00:00Z|7.6|TRUE|TRUE|-0.10352|0.00516|-0.00557|7.63081|7.0873|0.792|-0.00173|-0.00912|-1|1|-1|Decreasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Dissolved Oxygen|Bottom|754657|32|1995|2026|1995-04-17T10:30:00Z|2026-05-05T07:45:00Z|6.8|TRUE|TRUE|-0.10414|0.00483|-0.0203|7.11367|4.8817|0.9368|-0.00659|-0.03261|-1|1|-1|Decreasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Dissolved Oxygen Saturation|Bottom|755867|32|1995|2026|1995-04-17T10:30:00Z|2026-05-05T07:45:00Z|84.6|TRUE|TRUE|-0.05829|0.1076|-0.14721|86.36683|7.7935|0.7317|0.02384|-0.32155|0|1|0|No detectable trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Salinity|Bottom|800886|32|1995|2026|1995-04-17T10:30:00Z|2026-05-05T07:45:00Z|7.6|TRUE|TRUE|0.06982|0.06657|0.04219|6.97308|8.6209|0.6568|0.083|-0.00334|0|1|0|No detectable trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Specific Conductivity|Bottom|801369|32|1995|2026|1995-04-17T10:30:00Z|2026-05-05T07:45:00Z|13.27|TRUE|TRUE|0.06679|0.07968|0.06556|12.34163|9.2186|0.6017|0.13871|-0.00612|0|1|0|No detectable trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Turbidity|Bottom|744747|31|1996|2026|1996-12-16T14:00:00Z|2026-05-05T07:45:00Z|9|TRUE|TRUE|-0.14307|0.0002|-0.10196|11.3137|13.3222|0.2728|-0.04608|-0.16189|-1|1|-1|Decreasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Water Temperature|Bottom|810119|32|1995|2026|1995-04-17T10:30:00Z|2026-05-05T07:45:00Z|24.1|TRUE|TRUE|0.19799|0|0.03689|22.8697|4.5938|0.9492|0.04952|0.02217|1|1|1|Increasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|pH|Bottom|755459|32|1995|2026|1995-04-17T10:30:00Z|2026-05-05T07:45:00Z|7.5|TRUE|TRUE|-0.08848|0.01647|-0.00503|7.57696|3.0443|0.9901|-0.00083|-0.00929|-1|1|-1|Decreasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Dissolved Oxygen|Bottom|298361|11|2016|2026|2016-12-20T13:00:00Z|2026-05-05T13:00:00Z|6.4|TRUE|TRUE|-0.14717|0.04911|-0.04686|6.77654|17.5676|0.0922|-0.00072|-0.07554|-1|1|-1|Decreasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Dissolved Oxygen Saturation|Bottom|298897|11|2016|2026|2016-12-20T13:00:00Z|2026-05-05T13:00:00Z|75.2|TRUE|TRUE|-0.14717|0.04306|-0.47732|73.8516|17.7937|0.0865|-0.03699|-0.82071|-1|1|-1|Decreasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Salinity|Bottom|312951|11|2016|2026|2016-12-20T13:00:00Z|2026-04-23T17:15:00Z|0.1|TRUE|TRUE|0.28073|0.00021|0.01567|0.06429|7.274|0.7765|0.03194|0.00596|2|1|1|Increasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Specific Conductivity|Bottom|312951|11|2016|2026|2016-12-20T13:00:00Z|2026-04-23T17:15:00Z|0.15|TRUE|TRUE|0.27286|0.00033|0.02472|0.12561|5.717|0.8916|0.0688|0.00979|2|1|1|Increasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Turbidity|Bottom|284580|11|2016|2026|2016-12-20T13:00:00Z|2026-05-05T13:00:00Z|11|TRUE|TRUE|0.00162|1|-0.01478|12.1475|2.5429|0.9955|0.35972|-0.50394|0|1|0|No detectable trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Water Temperature|Bottom|315207|11|2016|2026|2016-12-20T13:00:00Z|2026-04-23T17:15:00Z|22.5|TRUE|TRUE|0.03884|0.69432|0.00932|23.38049|14.5749|0.2028|0.08883|-0.07172|0|1|0|No detectable trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|pH|Bottom|306501|11|2016|2026|2016-12-20T13:00:00Z|2026-05-05T13:00:00Z|7.1|TRUE|TRUE|-0.00439|0.93374|-0.00099|7.10082|9.5672|0.5697|0.01128|-0.01263|0|1|0|No detectable trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Dissolved Oxygen|Bottom|311516|11|2016|2026|2016-12-20T10:00:00Z|2026-05-05T10:15:00Z|6.9|TRUE|TRUE|-0.02875|0.76048|-0.00666|6.9411|14.0215|0.2318|0.03691|-0.03583|0|1|0|No detectable trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Dissolved Oxygen Saturation|Bottom|314972|11|2016|2026|2016-12-20T10:00:00Z|2026-05-05T10:15:00Z|94.2|TRUE|TRUE|0.06043|0.39027|0.17064|93.03813|11.7177|0.3852|0.48298|-0.16723|0|1|0|No detectable trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Salinity|Bottom|312976|11|2016|2026|2016-12-20T10:00:00Z|2026-05-05T10:15:00Z|27.3|TRUE|TRUE|0.1925|0.00996|0.36078|25.15077|3.421|0.9839|0.70289|0.07375|1|1|1|Increasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Specific Conductivity|Bottom|312978|11|2016|2026|2016-12-20T10:00:00Z|2026-05-05T10:15:00Z|42.46|TRUE|TRUE|0.19639|0.00847|0.50652|39.49506|3.512|0.9821|0.98902|0.10514|1|1|1|Increasing trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Turbidity|Bottom|301927|11|2016|2026|2016-12-20T10:00:00Z|2026-05-05T10:15:00Z|7|TRUE|TRUE|-0.07122|0.35545|-0.10749|11.09711|3.4246|0.9838|0.19697|-0.34432|0|1|0|No detectable trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Water Temperature|Bottom|317938|11|2016|2026|2016-12-20T10:00:00Z|2026-05-05T10:15:00Z|22.9|TRUE|TRUE|-0.01949|0.80303|-0.01838|23.7589|12.9525|0.2964|0.05475|-0.09263|0|1|0|No detectable trend
Apalachicola National Estuarine Research Reserve|3|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|pH|Bottom|312076|11|2016|2026|2016-12-20T10:00:00Z|2026-05-05T10:15:00Z|8.1|TRUE|TRUE|-0.30361|0.00005|-0.01367|8.13111|7.6446|0.7447|-0.00871|-0.01963|-1|1|-1|Decreasing trend
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|CMMerritt|Dissolved Oxygen|Surface|27378|4|2014|2017|2014-02-25T14:00:00Z|2017-04-26T12:00:00Z|6.51|FALSE|||||||||||1|2|Insufficient data
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|CMMerritt|Dissolved Oxygen Saturation|Surface|25864|4|2014|2017|2014-02-25T14:00:00Z|2017-04-26T08:00:00Z|91.03014|FALSE|||||||||||1|2|Insufficient data
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|CMMerritt|Salinity|Surface|25902|4|2014|2017|2014-02-25T14:00:00Z|2017-04-26T08:00:00Z|26.40328|FALSE|||||||||||1|2|Insufficient data
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|CMMerritt|Specific Conductivity|Surface|25904|4|2014|2017|2014-02-25T14:00:00Z|2017-04-26T08:00:00Z|41.32655|FALSE|||||||||||1|2|Insufficient data
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|CMMerritt|Turbidity|Surface|12912|3|2015|2017|2015-10-29T10:00:00Z|2017-04-26T08:00:00Z|5.29|FALSE|||||||||||1|2|Insufficient data
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|CMMerritt|Water Temperature|Surface|27484|4|2014|2017|2014-02-25T14:00:00Z|2017-04-26T08:00:00Z|25.43|FALSE|||||||||||1|2|Insufficient data
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|CMMerritt|pH|Surface|27417|4|2014|2017|2014-02-25T14:00:00Z|2017-04-26T08:00:00Z|8.22|FALSE|||||||||||1|2|Insufficient data
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen|Surface|79243|10|2017|2026|2017-04-26T14:00:00Z|2026-05-22T11:00:00Z|7.2|TRUE|TRUE|-0.00909|0.93011|-0.00399|6.8537|7.6947|0.7404|0.07375|-0.07676|0|1|0|No detectable trend
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen Saturation|Surface|91918|10|2017|2026|2017-04-26T14:00:00Z|2026-05-22T11:00:00Z|99.96593|TRUE|TRUE|-0.1197|0.12127|-0.78941|102.38871|9.2429|0.5995|0.14541|-1.58189|0|1|0|No detectable trend
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Salinity|Surface|75452|10|2017|2026|2017-04-26T12:00:00Z|2026-05-22T11:00:00Z|20.36621|TRUE|TRUE|-0.08101|0.29566|-0.12627|20.32749|2.032|0.9984|0.09239|-0.30019|0|1|0|No detectable trend
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Specific Conductivity|Surface|79056|10|2017|2026|2017-04-26T12:00:00Z|2026-05-22T11:00:00Z|32.80819|TRUE|TRUE|-0.0404|0.57857|-0.12809|32.25093|3.0885|0.9895|0.23895|-0.38174|0|1|0|No detectable trend
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Turbidity|Surface|76297|10|2017|2026|2017-04-26T12:00:00Z|2026-05-22T11:00:00Z|3.59|TRUE|TRUE|-0.2904|0.0002|-0.52889|7.10196|6.3282|0.8506|-0.25647|-0.80389|-2|1|-1|Decreasing trend
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Water Temperature|Surface|79247|10|2017|2026|2017-04-26T12:00:00Z|2026-05-22T11:00:00Z|25.53|TRUE|TRUE|0.04697|0.53925|0.02561|25.68858|14.6895|0.1972|0.09349|-0.05281|0|1|0|No detectable trend
Banana River Aquatic Preserve|4|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|pH|Surface|79159|10|2017|2026|2017-04-26T12:00:00Z|2026-05-22T11:00:00Z|8.42|TRUE|TRUE|-0.04192|0.61919|-0.00617|8.40098|13.0286|0.2915|0.02423|-0.02958|0|1|0|No detectable trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02313700|Dissolved Oxygen|Surface|2687|9|2018|2026|2018-09-13T00:00:00Z|2026-05-21T00:00:00Z|5.6|TRUE|TRUE|-0.14493|0.10411|-0.02772|6.14911|14.7576|0.1939|0.00831|-0.06841|0|1|0|No detectable trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02313700|Salinity|Surface|1601|7|2002|2009|2002-11-07T00:00:00Z|2009-09-29T00:00:00Z|2.1|TRUE|TRUE|0.52047|0.00003|0.52983|0.09787|4.1594|0.965|0.76778|0.29213|2|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02313700|Specific Conductivity|Surface|2687|9|2018|2026|2018-09-13T00:00:00Z|2026-05-21T00:00:00Z|3.72|TRUE|TRUE|0.36232|0.00003|0.66622|1.55201|5.0697|0.9277|1.05523|0.26951|2|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02313700|Water Temperature|Surface|4358|16|2002|2026|2002-10-01T00:00:00Z|2026-05-21T00:00:00Z|22.9|TRUE|TRUE|0.16667|0.00969|0.03425|22.35766|12.1893|0.3496|0.05681|0.00998|1|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02313700|pH|Surface|2470|8|2018|2025|2018-09-13T00:00:00Z|2025-11-16T00:00:00Z|7.6|TRUE|TRUE|0.21883|0.02216|0.01748|7.58373|5.0722|0.9276|0.03254|0.00323|1|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02323566|Dissolved Oxygen|Surface|4147|13|2014|2026|2014-07-02T00:00:00Z|2026-05-21T00:00:00Z|1.2|TRUE|TRUE|-0.30973|0|-0.04348|1.45561|4.3289|0.9593|-0.02827|-0.06019|-1|1|-1|Decreasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02323566|Specific Conductivity|Surface|4250|13|2014|2026|2014-07-02T00:00:00Z|2026-05-21T00:00:00Z|0.518|TRUE|TRUE|0.46523|0|0.00179|0.50853|4.1217|0.9662|0.00221|0.00145|1|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02323566|Water Temperature|Surface|4288|13|2014|2026|2014-07-02T00:00:00Z|2026-05-21T00:00:00Z|22.6|TRUE|TRUE|0.78563|0|0.0399|22.3945|1.4842|0.9996|0.04276|0.03701|1|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02323566|pH|Surface|3751|12|2014|2025|2014-07-02T00:00:00Z|2025-11-18T00:00:00Z|7.2|TRUE|TRUE|-0.07992|0.24559|-0.00211|7.20875|3.0859|0.9895|0|-0.00755|0|1|0|No detectable trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02323592|Salinity|Surface|6064|16|2000|2015|2000-01-01T00:00:00Z|2015-09-29T00:00:00Z|0.1|TRUE|TRUE|-0.1281|0.01562|-0.00124|0.17883|5.771|0.8882|0|-0.00347|-1|1|-1|Decreasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02323592|Specific Conductivity|Surface|10980|23|2000|2026|2000-01-01T00:00:00Z|2026-05-21T00:00:00Z|0.313|TRUE|TRUE|-0.0319|0.51104|-0.00052|0.33056|3.9212|0.9722|0.00093|-0.00229|0|1|0|No detectable trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02323592|Water Temperature|Surface|13384|24|2000|2026|2000-01-01T00:00:00Z|2026-05-21T00:00:00Z|23.3|TRUE|TRUE|0.01798|0.67495|0.00393|22.64311|7.9863|0.7145|0.02162|-0.01658|0|1|0|No detectable trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02326050|Specific Conductivity|Surface|2254|6|2021|2026|2021-03-05T00:00:00Z|2026-05-21T00:00:00Z|0.254|TRUE|TRUE|0.22222|0.06777|0.02288|0.16571|7.1591|0.7861|0.07607|-0.0023|0|1|0|No detectable trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02326050|Water Temperature|Surface|1964|6|2021|2026|2021-03-05T00:00:00Z|2026-05-21T00:00:00Z|21.6|TRUE|TRUE|0.27937|0.00907|0.27544|20.93756|13.4151|0.2671|0.38325|0.0714|1|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02326516|Dissolved Oxygen|Surface|1850|7|2020|2026|2020-11-24T00:00:00Z|2026-05-21T00:00:00Z|2.6|TRUE|TRUE|0.05128|0.62047|0.00785|2.60163|7.9798|0.7151|0.06201|-0.02559|0|1|0|No detectable trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02326516|Specific Conductivity|Surface|1817|7|2020|2026|2020-11-25T00:00:00Z|2026-05-21T00:00:00Z|0.285|TRUE|TRUE|0.43284|0.00008|0.00242|0.27761|1.0076|0.9999|0.00345|0.00122|1|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02326516|Water Temperature|Surface|1884|7|2020|2026|2020-11-25T00:00:00Z|2026-05-21T00:00:00Z|20.6|TRUE|TRUE|0.43433|0.00005|0.02152|20.52687|4.7181|0.944|0.02967|0.01061|1|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02326516|pH|Surface|1485|6|2020|2025|2020-11-25T00:00:00Z|2025-06-23T00:00:00Z|7.7|TRUE|TRUE|0.40303|0.00048|0.02175|7.62769|8.3768|0.6792|0.03613|0.00477|1|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02326526|Dissolved Oxygen|Surface|3468|10|2016|2025|2016-01-27T00:00:00Z|2025-12-29T00:00:00Z|6.7|TRUE|TRUE|0.18148|0.01226|0.05326|6.60742|2.5893|0.9951|0.10589|0.01555|1|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02326526|Specific Conductivity|Surface|3511|10|2016|2025|2016-01-27T00:00:00Z|2025-12-29T00:00:00Z|0.293|TRUE|TRUE|0.22963|0.00149|0.00086|0.28801|9.7493|0.5531|0.00139|0.00032|1|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02326526|Water Temperature|Surface|3525|10|2016|2025|2016-01-27T00:00:00Z|2025-12-29T00:00:00Z|21.5|TRUE|TRUE|-0.07778|0.28977|-0.01731|21.1527|6.792|0.8157|0.01432|-0.04433|0|1|0|No detectable trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02326526|pH|Surface|3274|10|2016|2025|2016-01-27T00:00:00Z|2025-12-29T00:00:00Z|8|TRUE|TRUE|0.25522|0.00069|0.02849|7.93959|7.4645|0.7603|0.04303|0.01178|1|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02326550|Salinity|Surface|2507|8|2002|2009|2002-10-01T00:00:00Z|2009-11-18T00:00:00Z|1.7|TRUE|TRUE|0.47951|0|0.75556|0.08747|3.7409|0.9769|1.00173|0.42448|2|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02326550|Specific Conductivity|Surface|3228|6|2021|2026|2021-05-13T00:00:00Z|2026-05-21T00:00:00Z|2.88|TRUE|TRUE|0.23607|0.05428|0.97124|2.34919|12.6976|0.3135|1.92335|-0.01674|0|1|0|No detectable trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02326550|Water Temperature|Surface|5349|14|2002|2026|2002-10-01T00:00:00Z|2026-05-21T00:00:00Z|22.3|TRUE|TRUE|0.24222|0.00016|0.04647|21.25939|7.5799|0.7504|0.07182|0.01851|1|1|1|Increasing trend
Big Bend Seagrasses Aquatic Preserve|5|7|National Water Information System|02327022|Specific Conductivity|Surface|694|3|2023|2025|2023-10-28T00:00:00Z|2025-11-19T00:00:00Z|0.321|FALSE|||||||||||1|2|Insufficient data
